cloud_clear,cloud_cloudy,cloud_overcast,cloud_partly cloudy,location_coastal,location_inland,location_mountain,season_Autumn,season_Spring,season_Summer,season_Winter,Temperature,Humidity,Wind Speed,Precipitation (%),Atmospheric Pressure,UV Index,Visibility (km),Weather Type
0,0,1,0,0,0,1,1,0,0,0,15,88,18,84,1012.23,1,2.5,1
0,0,0,1,0,0,1,0,0,0,1,-7,61,10.5,62,998.17,1,4.5,2
0,0,1,0,0,1,0,1,0,0,0,23,56,3.5,24,1000.82,2,9,0
0,0,1,0,0,0,1,0,0,0,1,32,53,9,17,1004.99,1,7.5,0
0,0,0,1,0,0,1,0,0,0,1,11,69,10,11,1007.27,3,8.5,0
1,0,0,0,0,1,0,0,1,0,0,22,56,1,13,1022.15,7,10,3
0,0,1,0,0,1,0,0,0,0,1,11,72,8.5,38,1006.98,3,8,0
1,0,0,0,1,0,0,1,0,0,0,31,40,8.5,8,1018.13,10,8.5,3
0,0,1,0,0,0,1,0,0,0,1,2,87,15,70,992.46,0,2.5,2
0,0,0,1,0,0,1,0,0,1,0,21,60,9.5,15,1002.17,2,7.5,0
0,0,1,0,0,0,1,1,0,0,0,27,71,13,25,1011.47,3,6,0
0,0,1,0,0,0,1,1,0,0,0,19,53,6.5,17,1016.42,2,7.5,0
0,0,1,0,0,1,0,0,0,0,1,29,53,11,11,1018.02,1,8.5,0
0,0,1,0,0,0,1,0,0,1,0,9,105,24.5,77,1008.2,14,7,0
0,0,1,0,0,0,1,0,0,0,1,-4,87,6.5,54,991.88,0,2,2
0,0,0,1,0,1,0,0,0,1,0,24,59,10.5,28,1008.83,1,7,0
0,0,1,0,0,0,1,0,0,0,1,-7,90,17.5,69,993.98,0,3,2
1,0,0,0,1,0,0,0,0,0,1,21,46,9.5,7,1025.29,5,6.5,3
0,0,1,0,0,0,1,0,0,0,1,-2,87,4,87,998.4,1,3,2
0,0,0,1,1,0,0,0,0,1,0,34,79,13.5,14,1002.87,3,7.5,0
0,0,1,0,0,1,0,0,0,0,1,31,74,13.5,35,1004.01,4,7,0
1,0,0,0,1,0,0,1,0,0,0,22,21,5,12,1028.04,5,7.5,3
0,0,0,1,0,1,0,0,0,1,0,26,79,6.5,75,1012.03,5,5,0
0,0,0,1,0,0,1,0,0,1,0,31,75,8,80,1026.17,9,8,3
0,0,1,0,0,0,1,0,0,0,1,-2,76,2.5,79,994.27,1,4,2
1,0,0,0,0,1,0,0,1,0,0,33,37,6.5,12,1016.71,11,9.5,3
1,0,0,0,1,0,0,0,0,0,1,25,57,10,0,1017.98,5,6.5,3
0,0,1,0,1,0,0,0,0,1,0,76,94,15.5,103,1010.78,1,4,1
0,0,1,0,0,1,0,0,1,0,0,27,85,9,76,1016.44,3,1.5,1
0,0,0,1,1,0,0,0,0,1,0,38,45,1.5,10,1010.28,10,5,3
1,0,0,0,1,0,0,0,0,1,0,39,68,7,14,1010.04,10,10,3
0,0,0,1,0,1,0,1,0,0,0,34,54,10,10,1018.17,1,7,0
0,0,0,1,0,1,0,0,0,0,1,-6,96,18,62,980.22,1,2,2
0,0,1,0,0,0,1,0,0,0,1,-7,96,15,81,981.53,0,4,2
0,0,0,1,0,1,0,0,0,1,0,44,33,3.5,13,1026.66,10,9.5,3
0,0,1,0,1,0,0,0,0,0,1,16,86,16,71,996.15,1,4.5,1
0,0,0,1,0,0,1,1,0,0,0,22,71,12.5,84,990.67,0,3.5,1
0,0,1,0,0,1,0,0,1,0,0,22,59,6.5,41,1015.79,1,8.5,0
0,0,1,0,0,0,1,0,0,0,1,-5,72,34.5,92,996.3,8,2.5,2
0,0,0,1,1,0,0,0,0,1,0,26,90,26,88,998.97,4,2.5,1
0,0,0,1,0,0,1,0,0,0,1,30,66,4,9,1020.44,5,10,3
1,0,0,0,1,0,0,0,1,0,0,26,20,8.5,7,1016.15,6,8,3
1,0,0,0,1,0,0,1,0,0,0,35,67,9.5,5,1029.56,7,7,3
0,0,0,1,0,0,1,0,0,1,0,30,74,28,86,1012.81,9,2,0
1,0,0,0,0,1,0,0,1,0,0,29,29,1,10,1024.76,6,7.5,3
0,0,0,1,0,0,1,0,1,0,0,33,25,6,1,1011.52,11,5.5,3
1,0,0,0,0,0,1,0,0,0,1,38,36,6,2,1027.34,9,7.5,3
0,0,0,1,1,0,0,0,1,0,0,23,70,10.5,12,1017.13,2,6.5,0
0,0,1,0,1,0,0,0,0,1,0,26,65,18.5,58,1018.62,1,4,1
1,0,0,0,1,0,0,0,0,0,1,107,78,8.5,106,1024.65,4,11,3
0,0,1,0,1,0,0,0,0,0,1,17,60,9,80,991.92,3,2.5,1
0,0,1,0,1,0,0,0,1,0,0,48,100,21,93,1002.43,12,2,1
1,0,0,0,1,0,0,1,0,0,0,32,67,2.5,3,1014.58,8,6.5,3
0,0,0,1,0,0,1,0,1,0,0,26,63,2.5,27,1005.24,3,7,0
0,0,0,1,0,0,1,0,0,0,1,17,95,43.5,86,1001.17,4,0.5,1
0,0,1,0,0,1,0,1,0,0,0,18,95,14.5,92,991.4,2,2.5,1
0,0,0,1,0,0,1,0,0,0,1,-10,94,14.5,88,989.37,1,1,2
0,0,0,1,0,0,1,0,0,0,1,-7,75,4,96,980.04,0,4.5,2
0,0,1,0,0,1,0,0,0,0,1,-4,60,19,75,996.27,0,1,2
0,0,0,1,1,0,0,0,0,0,1,23,78,8,19,1001.22,2,7,0
0,0,1,0,0,0,1,1,0,0,0,31,71,17,57,1002.76,1,2,1
0,0,1,0,0,0,1,0,0,0,1,-7,73,4,65,989.71,0,3,2
0,0,1,0,1,0,0,0,1,0,0,12,68,5.5,26,1009.16,3,8.5,0
0,0,1,0,0,0,1,0,1,0,0,18,96,5,59,995.52,0,3,1
0,0,1,0,0,1,0,0,0,0,1,-6,70,12,90,986.25,1,4,2
1,0,0,0,0,0,1,0,1,0,0,35,55,0.5,13,1021.43,11,5.5,3
1,0,0,0,0,0,1,0,1,0,0,34,49,1,11,1014.91,5,7.5,3
0,0,1,0,0,0,1,0,0,0,1,2,78,11,65,998.54,0,4.5,2
0,0,0,1,1,0,0,0,0,0,1,44,44,4,14,1010.12,10,5.5,3
0,0,1,0,0,1,0,1,0,0,0,32,89,18,60,991.38,1,2.5,1
0,0,0,1,0,0,1,0,0,1,0,43,48,6.5,9,1022.79,10,9.5,3
0,0,0,1,1,0,0,0,1,0,0,43,69,3,17,1018.13,10,7,3
1,0,0,0,0,1,0,1,0,0,0,32,62,7.5,19,1027.75,8,6,3
0,0,0,1,0,1,0,0,1,0,0,15,59,1,32,1019.56,1,8.5,0
0,0,1,0,1,0,0,0,0,0,1,22,75,25,81,991.61,3,3,1
0,0,1,0,0,1,0,0,0,1,0,26,72,9,39,1019.45,3,7,0
0,0,0,1,0,1,0,0,1,0,0,42,33,5.5,19,1028.78,8,6.5,3
0,0,0,1,1,0,0,0,0,0,1,33,95,4.5,79,1010.1,14,10,0
0,0,0,1,0,1,0,0,0,0,1,-22,79,16,95,985.57,1,4,2
0,0,0,1,0,1,0,1,0,0,0,32,54,13,26,1015.9,1,7,0
0,0,0,1,1,0,0,0,0,1,0,33,31,9.5,56,1062.27,0,16.5,1
0,0,1,0,0,1,0,1,0,0,0,27,66,11.5,28,1003.18,1,6,0
0,0,1,0,0,0,1,0,0,0,1,13,75,7,16,1017.22,4,6,0
1,0,0,0,1,0,0,0,0,1,0,24,52,7,6,1025.06,7,6,3
1,0,0,0,0,1,0,0,0,1,0,26,25,6,2,1022.75,9,9.5,3
0,0,1,0,0,0,1,0,0,0,1,-1,94,8.5,52,985.86,1,1,2
0,0,0,1,1,0,0,0,1,0,0,21,91,12.5,81,1000.03,3,2,1
0,0,0,1,0,0,1,1,0,0,0,30,67,1,43,1007.76,1,8.5,0
0,0,0,1,1,0,0,0,0,1,0,34,42,2,3,1024.53,11,10,3
0,0,0,1,0,0,1,0,0,0,1,2,92,16.5,53,987.92,1,1.5,2
0,0,1,0,0,0,1,0,0,0,1,7,54,2.5,75,1177.22,3,7.5,1
0,1,0,0,0,0,1,0,1,0,0,32,20,13,80,1037.51,12,4,2
0,0,0,1,0,0,1,1,0,0,0,15,59,11,24,1006.94,1,8,0
0,0,1,0,1,0,0,0,1,0,0,34,64,2,44,1005.61,2,7,0
0,0,1,0,1,0,0,0,1,0,0,30,78,14,34,1004.74,4,8.5,0
0,0,0,1,0,0,1,1,0,0,0,34,21,6.5,3,1014.34,7,5.5,3
1,0,0,0,1,0,0,1,0,0,0,24,65,3,6,1021.21,8,8,3
0,0,1,0,1,0,0,0,0,0,1,32,73,9,77,998.17,3,2.5,1
0,0,1,0,0,1,0,0,0,0,1,-4,81,17.5,89,997.75,0,4,2
1,0,0,0,0,1,0,0,1,0,0,38,57,5,9,1013.37,11,5,3
0,0,1,0,0,1,0,0,0,0,1,15,53,10.5,19,1011.26,1,5,0
1,0,0,0,1,0,0,1,0,0,0,25,37,6.5,7,1019.32,7,6.5,3
0,0,1,0,0,0,1,1,0,0,0,28,63,3,12,1019.8,3,7.5,0
0,0,1,0,1,0,0,0,0,1,0,13,98,9,55,1001.88,1,3.5,1
0,0,1,0,1,0,0,1,0,0,0,22,66,3,30,1003.22,2,6.5,0
0,0,0,1,0,1,0,0,0,1,0,41,52,3,18,1029.47,10,7.5,3
0,0,0,1,0,1,0,0,0,0,1,23,59,10.5,32,1008.34,3,6.5,0
0,0,1,0,0,0,1,1,0,0,0,13,78,11,24,1016.5,2,7.5,0
0,0,0,1,0,0,1,0,0,0,1,30,87,10.5,85,1013.72,0,2.5,1
0,0,0,1,1,0,0,0,0,0,1,26,44,5.5,10,1019.43,11,7,3
0,0,1,0,1,0,0,0,0,1,0,12,60,14.5,80,1010.63,3,3,1
0,0,1,0,0,1,0,0,0,0,1,-1,98,13,78,999.53,0,3,2
0,0,1,0,0,0,1,0,1,0,0,26,64,10.5,40,1015.27,3,6,0
1,0,0,0,0,1,0,1,0,0,0,35,51,3,7,1025.7,9,9,3
0,0,1,0,0,1,0,0,0,0,1,1,85,8,96,990.21,0,4.5,2
0,0,0,1,0,1,0,0,0,1,0,26,50,10,9,1028.41,10,5,3
1,0,0,0,1,0,0,0,0,0,1,42,41,9,9,1015.33,11,8.5,3
0,0,1,0,0,0,1,0,1,0,0,22,94,13,97,1000.85,1,1,1
0,0,1,0,0,1,0,0,0,1,0,27,79,21,102,1012.82,12,2.5,1
0,0,1,0,0,0,1,0,0,0,1,-9,69,3,90,986.24,0,1.5,2
0,0,1,0,0,1,0,0,0,0,1,32,81,10.5,53,1014.18,3,4,1
0,0,1,0,0,0,1,0,1,0,0,19,95,17.5,53,1001.25,2,3,1
0,0,0,1,0,0,1,0,0,1,0,28,48,5,4,1026.54,10,8.5,3
0,0,0,1,0,1,0,1,0,0,0,18,60,5.5,23,1012.11,2,6,0
0,0,1,0,0,0,1,0,1,0,0,14,62,15,28,1000.67,2,8.5,0
1,0,0,0,0,0,1,1,0,0,0,26,54,2.5,3,1014.16,11,6.5,3
0,0,0,1,0,0,1,0,0,0,1,37,68,2,8,1024.28,5,8.5,3
0,0,1,0,1,0,0,0,0,0,1,27,36,0.5,76,1187.92,10,5,0
0,0,1,0,0,0,1,0,0,0,1,1,64,2,61,982.34,1,4.5,2
0,0,1,0,0,1,0,0,0,0,1,-1,76,13.5,60,993.26,1,3,2
0,0,0,1,0,0,1,0,0,0,1,3,66,2.5,54,983.49,0,4,2
0,0,1,0,0,0,1,0,0,0,1,-7,67,13.5,89,988.88,0,2.5,2
0,0,1,0,0,0,1,0,1,0,0,10,72,11.5,90,1007.97,3,3,1
0,0,0,1,0,0,1,0,0,0,1,20,79,3.5,17,1014.81,3,8,0
0,0,0,1,0,0,1,0,1,0,0,32,77,12.5,87,1023.85,10,1,3
0,0,1,0,0,1,0,0,0,0,1,21,69,6,45,1016.53,1,7.5,0
1,0,0,0,1,0,0,0,0,1,0,21,65,9.5,12,1018.91,11,9,3
0,0,1,0,0,1,0,0,0,0,1,6,98,9.5,86,994.28,7,5,2
0,0,1,0,0,1,0,0,0,0,1,1,87,5.5,66,983.9,1,2,2
1,0,0,0,0,1,0,0,1,0,0,32,60,2.5,0,1020.69,10,9,3
0,0,1,0,0,0,1,0,0,0,1,4,74,7,62,999.73,0,3,2
0,1,0,0,1,0,0,0,1,0,0,-6,21,3,29,979.31,7,6.5,0
1,0,0,0,1,0,0,0,0,0,1,30,21,7.5,1,1011.23,9,6,3
0,0,0,1,0,1,0,0,0,0,1,-10,92,1,88,997.89,1,3,2
1,0,0,0,1,0,0,0,1,0,0,29,33,4.5,4,1012.76,8,10,3
0,0,0,1,0,0,1,0,1,0,0,29,60,7.5,99,1013.75,2,2,1
0,0,0,1,1,0,0,0,0,0,1,19,61,17.5,65,1013.25,0,1.5,1
0,0,1,0,0,1,0,0,1,0,0,20,71,11.5,53,991,1,4,1
0,0,0,1,1,0,0,0,0,0,1,17,79,14,31,1013.39,3,5,0
0,0,0,1,1,0,0,0,0,1,0,17,52,2,32,1017.72,3,6,0
0,0,0,1,0,0,1,0,0,1,0,25,76,10.5,23,1139.41,1,3,3
1,0,0,0,0,0,1,0,0,1,0,31,63,8,7,1029.85,8,10,3
0,0,0,1,1,0,0,0,1,0,0,31,73,13,88,995.68,2,1.5,1
0,0,1,0,0,1,0,1,0,0,0,24,56,1.5,40,1018.87,2,7.5,0
0,0,0,1,1,0,0,1,0,0,0,12,42,3,43,1183.87,5,12.5,0
1,0,0,0,1,0,0,0,0,0,1,29,81,17.5,85,1026.36,0,5.5,3
0,0,1,0,0,1,0,0,0,0,1,1,71,11,66,990.72,1,2,2
0,0,0,1,1,0,0,0,0,0,1,27,44,2.5,1,1021.08,8,6.5,3
0,0,0,1,0,0,1,0,0,0,1,-9,69,1.5,79,999.75,1,4.5,2
0,0,1,0,0,0,1,0,0,0,1,1,70,3.5,62,986.83,1,4.5,2
1,0,0,0,0,1,0,1,0,0,0,25,38,1.5,6,1027.56,5,8.5,3
0,0,0,1,0,0,1,1,0,0,0,15,53,6.5,37,1001.53,1,8,0
1,0,0,0,0,0,1,0,1,0,0,43,38,9,2,1020.12,6,8,3
0,0,1,0,0,0,1,0,0,0,1,-7,87,0,98,996.15,1,4,2
0,0,1,0,0,0,1,0,0,0,1,0,67,8.5,54,989.27,1,5,2
0,0,1,0,1,0,0,0,1,0,0,48,62,7.5,85,989.81,14,1,0
0,0,1,0,0,0,1,0,0,0,1,31,64,15,81,1002.87,3,2,1
0,0,0,1,0,0,1,0,0,0,1,-2,91,0.5,81,994.24,0,3.5,2
1,0,0,0,0,1,0,0,1,0,0,26,34,0.5,13,1022.11,5,8.5,3
0,0,1,0,1,0,0,1,0,0,0,64,70,15.5,86,1019,3,2,0
0,0,0,1,0,1,0,0,1,0,0,30,72,13,91,1003.36,1,4,1
0,0,1,0,0,0,1,0,0,0,1,-7,95,16.5,93,982.11,1,4,2
0,0,1,0,0,0,1,0,0,0,1,-1,88,3,82,985.51,1,3,2
0,0,0,1,0,1,0,0,0,1,0,30,63,0.5,8,1025.08,5,6.5,3
0,0,0,1,1,0,0,0,0,1,0,29,105,16.5,71,1005,9,0.5,1
0,0,0,1,0,1,0,0,0,1,0,43,50,2.5,2,1016.92,5,8,3
0,0,0,1,0,1,0,0,1,0,0,21,96,34.5,86,1001.73,2,2.5,0
0,0,0,1,1,0,0,1,0,0,0,13,58,7.5,37,1005.43,1,5.5,0
0,0,1,0,1,0,0,0,0,1,0,12,69,9,26,1012.21,3,7,0
0,0,1,0,0,1,0,0,0,0,1,0,86,10.5,88,996.32,1,4.5,2
1,0,0,0,0,0,1,0,1,0,0,39,54,1.5,17,1016.75,9,5.5,3
0,0,0,1,0,0,1,0,0,1,0,29,58,11.5,16,1006.68,3,7.5,0
1,0,0,0,0,0,1,0,0,0,1,24,58,1.5,9,1014.18,5,6.5,3
0,0,1,0,0,1,0,0,0,0,1,-6,70,13,54,999.24,0,2,2
0,0,1,0,1,0,0,0,0,1,0,61,93,21.5,108,1007.88,13,11,0
0,0,1,0,0,0,1,0,0,0,1,-2,82,5,83,991.11,1,4,2
1,0,0,0,0,1,0,0,1,0,0,30,34,9.5,5,1021.16,11,6.5,3
0,0,1,0,0,0,1,0,0,0,1,-4,65,18.5,96,991.44,0,2,2
0,0,0,1,1,0,0,1,0,0,0,23,78,1,29,1013.57,2,6,0
1,0,0,0,1,0,0,0,0,1,0,22,50,0.5,6,1025.16,8,5.5,3
0,0,1,0,1,0,0,0,0,0,1,18,80,8.5,64,992.99,0,1.5,1
0,1,0,0,1,0,0,1,0,0,0,13,67,12.5,11,1157.23,4,5.5,1
0,0,1,0,0,1,0,1,0,0,0,24,102,13,97,1010.48,12,0.5,1
1,0,0,0,0,0,1,0,1,0,0,45,96,11,103,1027.44,0,2,3
0,0,0,1,0,1,0,0,1,0,0,19,65,7.5,49,1002.71,3,7,0
0,0,0,1,0,0,1,0,0,0,1,12,78,6.5,59,1016.88,3,1.5,1
0,0,1,0,0,0,1,0,0,0,1,-6,67,17,73,993.6,1,5,2
1,0,0,0,0,1,0,0,1,0,0,35,60,7.5,13,1012.28,9,9,3
0,1,0,0,0,0,1,0,0,1,0,0,22,12,30,1157.78,12,2.5,1
1,0,0,0,0,0,1,0,0,0,1,32,63,2,12,1021.42,9,7,3
0,0,1,0,0,1,0,0,0,0,1,2,78,1,63,985.11,0,1,2
1,0,0,0,0,1,0,1,0,0,0,49,79,6.5,91,1022.05,9,4,3
0,0,0,1,0,0,1,0,0,0,1,-6,99,2.5,83,985.79,1,3,2
1,0,0,0,0,1,0,0,0,0,1,34,60,5,18,1027.04,6,9.5,3
0,0,0,1,0,1,0,0,1,0,0,29,78,20,84,1005.19,14,5.5,0
0,0,1,0,0,1,0,0,0,0,1,-7,62,14.5,86,994.65,1,1,2
0,0,0,1,0,1,0,1,0,0,0,55,106,4.5,82,1004.59,6,11.5,0
0,0,1,0,0,1,0,0,0,1,0,27,62,6,79,1019.79,2,5,1
0,0,1,0,0,0,1,0,1,0,0,25,39,10.5,48,992.95,0,10,0
1,0,0,0,0,1,0,0,0,0,1,19,70,11.5,106,1022.51,10,6.5,3
0,0,1,0,0,0,1,0,0,0,1,-2,85,16,79,987.44,1,2.5,2
0,0,0,1,0,0,1,0,0,0,1,-5,93,3,60,988.88,0,4,2
1,0,0,0,0,0,1,1,0,0,0,10,100,0.5,101,1014.57,11,6.5,3
0,0,1,0,1,0,0,0,1,0,0,38,50,9.5,98,927.26,5,7.5,1
0,0,0,1,1,0,0,0,1,0,0,36,76,22.5,91,1009.65,11,4,0
0,0,0,1,0,0,1,0,0,1,0,40,58,11.5,23,871.23,7,11.5,0
0,0,0,1,0,0,1,0,0,0,1,-6,63,10,99,994.16,1,4.5,2
0,0,1,0,0,1,0,0,0,0,1,-7,80,3,89,997.69,1,1,2
0,0,0,1,0,0,1,0,1,0,0,27,59,11.5,31,1010.08,1,9,0
1,0,0,0,1,0,0,0,0,0,1,31,22,3,12,1026.64,11,8,3
0,0,1,0,0,0,1,0,0,1,0,33,73,11,55,1002.33,0,3,1
0,0,1,0,1,0,0,1,0,0,0,19,98,8.5,62,1006.64,2,2,1
0,0,1,0,0,0,1,1,0,0,0,45,105,12.5,74,1000.3,8,6.5,0
0,0,0,1,0,0,1,0,0,0,1,34,67,2,18,1012.39,1,7.5,0
0,1,0,0,1,0,0,1,0,0,0,7,49,8,31,1160.72,3,17,0
0,0,0,1,0,1,0,0,0,0,1,28,58,11.5,22,1012.19,1,9,0
0,0,0,1,0,0,1,0,0,1,0,43,42,0,11,1017.33,10,7,3
0,0,1,0,0,0,1,0,0,1,0,31,53,11.5,23,1001.6,2,8.5,0
0,0,0,1,0,1,0,0,1,0,0,20,32,6,4,1023.03,9,8.5,3
0,0,0,1,1,0,0,0,0,1,0,33,68,18,56,1005.55,3,2.5,1
0,1,0,0,1,0,0,0,0,1,0,1,40,13.5,68,1035.1,0,10.5,1
0,0,1,0,1,0,0,1,0,0,0,10,73,10,24,1011.49,4,9,0
0,0,1,0,0,0,1,0,0,1,0,16,65,0,33,1015.29,1,6,0
0,0,1,0,0,0,1,1,0,0,0,15,98,14.5,78,1002.19,3,3.5,1
0,0,0,1,1,0,0,0,0,1,0,24,75,19.5,106,1008.12,14,5,0
0,0,1,0,0,0,1,0,0,0,1,-8,66,4,75,981.63,0,2,2
0,0,0,1,0,0,1,0,0,0,1,68,88,2,109,1007.35,2,2,0
0,0,1,0,0,0,1,0,0,0,1,-8,92,19,94,988.29,1,4,2
0,0,1,0,0,0,1,0,0,1,0,26,80,19,84,1002.79,2,4,1
0,0,1,0,0,1,0,0,1,0,0,17,67,13,39,1005.86,3,6.5,0
1,0,0,0,0,1,0,0,1,0,0,43,85,13.5,106,1024.66,7,6,3
0,0,1,0,1,0,0,0,0,0,1,17,78,6.5,68,997.11,0,1.5,1
0,0,0,1,0,1,0,0,0,1,0,30,74,15,87,1004.16,1,2,1
0,0,0,1,0,1,0,0,0,0,1,12,50,3.5,32,1007.37,2,7,0
0,0,1,0,0,0,1,0,0,0,1,-1,99,17,57,995.75,1,3,2
1,0,0,0,1,0,0,0,0,1,0,14,106,12.5,89,1027.13,5,7.5,3
0,0,0,1,0,0,1,0,1,0,0,44,49,10,5,1010.38,10,10,3
0,1,0,0,0,0,1,0,1,0,0,13,76,2,29,817.57,11,4,1
0,0,1,0,0,1,0,0,0,0,1,20,60,7.5,13,1006.84,1,5,0
0,1,0,0,0,0,1,0,0,0,1,-4,35,8,98,897.25,9,0,2
0,0,1,0,0,0,1,0,0,1,0,10,81,14.5,63,1019.82,0,4.5,1
0,0,0,1,0,0,1,1,0,0,0,43,49,8.5,9,1024.98,7,8.5,3
0,0,1,0,0,0,1,0,0,1,0,32,79,5,48,1130.56,13,16,3
1,0,0,0,0,1,0,1,0,0,0,31,35,3.5,1,1021.01,8,6.5,3
0,0,1,0,1,0,0,1,0,0,0,14,60,12.5,71,1001.28,1,2,1
0,0,1,0,0,0,1,0,0,0,1,-1,84,14.5,88,983.67,1,3.5,2
0,0,1,0,0,1,0,0,1,0,0,34,77,11.5,75,1003.73,1,5,1
0,0,1,0,0,0,1,0,0,0,1,1,94,7,96,998.51,1,1.5,2
0,0,1,0,0,0,1,1,0,0,0,44,109,45.5,107,1005,14,1,1
0,0,0,1,0,0,1,0,0,0,1,1,99,0.5,84,980.34,0,1,2
0,0,1,0,1,0,0,0,0,1,0,16,76,9,66,992.65,1,1,1
1,0,0,0,1,0,0,0,0,0,1,28,20,8.5,19,1029.12,8,5.5,3
1,0,0,0,0,1,0,0,1,0,0,33,23,2.5,15,1018.12,7,8,3
0,0,1,0,0,0,1,0,0,0,1,-2,61,7,92,997.44,0,5,2
0,0,1,0,0,0,1,0,0,1,0,26,73,7.5,47,1017.02,3,6,0
0,0,0,1,0,1,0,0,0,0,1,11,64,7.5,58,984.15,0,0.5,3
0,0,1,0,0,0,1,0,0,1,0,52,93,13,75,992.09,6,2,1
0,0,1,0,0,0,1,0,0,0,1,2,74,19,56,980.76,0,3.5,2
0,0,1,0,0,1,0,0,0,0,1,-17,104,10,87,984.98,4,1,2
0,0,0,1,0,1,0,0,1,0,0,40,96,11.5,95,1005.06,10,7,0
1,0,0,0,0,1,0,0,1,0,0,22,51,2,9,1017.16,5,6,3
1,0,0,0,1,0,0,0,0,1,0,32,56,10,15,1010.91,5,7.5,3
0,0,1,0,0,1,0,0,0,1,0,26,62,7.5,75,1002.12,2,5,1
0,0,1,0,1,0,0,1,0,0,0,26,52,1.5,38,1015.92,4,8,0
0,0,0,1,0,0,1,0,0,0,1,1,63,18.5,90,987.72,0,2.5,2
0,0,1,0,1,0,0,1,0,0,0,28,55,12,79,1082.99,7,11,0
1,0,0,0,0,1,0,0,1,0,0,40,33,8.5,2,1011.18,11,6,3
0,0,1,0,1,0,0,0,0,1,0,27,88,16,83,1000.97,5,8,0
0,0,1,0,0,1,0,0,0,0,1,10,71,5.5,29,1002.22,4,6.5,0
1,0,0,0,1,0,0,0,0,1,0,34,57,6.5,2,1026.6,10,6,3
0,0,1,0,0,1,0,0,0,0,1,-9,82,1.5,77,987.19,0,3,2
0,0,1,0,0,1,0,0,0,1,0,17,71,10,95,994.75,0,4.5,1
1,0,0,0,1,0,0,1,0,0,0,38,43,3,5,1018.91,7,8,3
0,0,1,0,0,0,1,0,0,0,1,4,78,13.5,60,999.91,0,4.5,2
0,0,0,1,0,1,0,0,1,0,0,20,63,13,31,1017.62,1,5,0
0,0,0,1,0,1,0,0,0,1,0,39,109,17,95,1019.88,3,7.5,0
0,0,0,1,1,0,0,0,0,0,1,19,53,14,10,1018.87,2,5.5,0
0,0,0,1,0,1,0,0,1,0,0,33,62,6.5,88,1002.53,3,4.5,1
0,0,0,1,0,1,0,0,0,0,1,30,92,3.5,102,1009.07,14,1,0
0,0,1,0,0,0,1,0,0,0,1,3,91,16,88,981.77,0,2.5,2
0,0,0,1,1,0,0,0,0,0,1,14,63,12.5,16,1003.65,3,7.5,0
0,0,0,1,0,1,0,0,0,0,1,33,76,1,12,1012.44,2,8,0
0,0,1,0,0,0,1,0,0,1,0,13,96,18.5,59,1002.55,0,3.5,1
0,0,0,1,0,1,0,0,1,0,0,24,80,10,87,1028.08,14,9.5,3
0,0,0,1,1,0,0,1,0,0,0,22,58,9,11,1015.82,3,6,0
1,0,0,0,1,0,0,0,1,0,0,34,26,7,15,1029.31,10,5.5,3
0,0,0,1,0,1,0,0,0,1,0,29,66,17.5,63,1010.77,1,2,1
0,0,1,0,1,0,0,0,0,1,0,19,68,11.5,12,1010.04,3,8.5,0
0,0,1,0,0,0,1,0,0,0,1,-2,92,19.5,91,988.06,3,5,2
1,0,0,0,1,0,0,0,1,0,0,22,65,7,9,1025.95,6,7.5,3
0,0,0,1,0,0,1,0,1,0,0,10,74,4,35,1012.78,1,9,0
0,0,1,0,0,0,1,0,0,0,1,14,81,10,76,995.86,0,4.5,1
0,0,0,1,0,0,1,1,0,0,0,7,62,11.5,93,921.5,14,18.5,2
0,0,1,0,0,0,1,0,0,1,0,41,93,29.5,90,1016.84,3,1.5,1
0,0,1,0,0,0,1,0,0,0,1,-6,62,19,74,999.22,0,4.5,2
0,0,0,1,0,1,0,0,0,1,0,29,95,10,87,996.58,1,3,1
0,0,1,0,0,1,0,0,0,0,1,4,71,19,61,980.33,0,4,2
0,1,0,0,0,0,1,0,1,0,0,31,76,14.5,31,1133.11,10,15.5,2
0,0,0,1,0,0,1,1,0,0,0,33,83,7.5,68,994.22,2,2.5,1
0,0,1,0,0,1,0,0,0,0,1,-4,77,14,86,987.1,0,4,2
0,0,1,0,0,1,0,1,0,0,0,11,60,18,85,995.43,2,2.5,1
0,0,0,1,0,1,0,1,0,0,0,32,93,9.5,80,1019.7,0,3.5,1
0,0,1,0,1,0,0,0,1,0,0,23,79,13,12,1008.13,2,6.5,0
0,0,0,1,0,0,1,1,0,0,0,11,61,10,32,1005.8,3,8,0
0,0,0,1,1,0,0,0,0,1,0,25,63,10.5,37,1007.63,2,7.5,0
0,0,0,1,1,0,0,0,0,0,1,25,32,0,1,1018.38,10,7.5,3
0,1,0,0,0,1,0,1,0,0,0,29,52,12.5,47,919.28,7,3,3
0,0,0,1,1,0,0,0,1,0,0,22,76,7.5,41,1015.21,3,7,0
0,0,1,0,1,0,0,1,0,0,0,10,70,0.5,11,1007.78,13,14,0
0,0,0,1,1,0,0,0,0,0,1,12,66,8,89,870.22,0,8,0
0,0,0,1,0,0,1,0,1,0,0,29,65,7.5,53,1016.71,2,3,1
1,0,0,0,0,1,0,1,0,0,0,26,41,5.5,7,1024.71,8,9,3
0,0,1,0,0,0,1,0,0,0,1,-1,99,1,97,985.98,1,3,2
0,0,1,0,0,0,1,0,1,0,0,27,61,8,21,1005.11,1,7.5,0
